rodada;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;uf;nome_uf;municipio;cod_ibge;populacao;site_municipal;site_esic;regulamento_pagina_prefeitura;regulamento_pagina_prefeiturap;regulamentou_lai;regulamentou_laip;tipo_regulamentacao_lai;normativo_lai;dt_normativo_lai;regulamentou_criacao_sic;regulamentou_criacao_sicp;previsao_calassificacao;previsao_calassificacaop;previsao_responsabilizacao_servidor;previsao_responsabilizacao_servidorp;regulamentou_instancia_recursal;regulamentou_instancia_recursalp;pontos_regulamentacao;indicacao_orgao;indicacao_orgaop;indicacao_endereco;indicacao_enderecop;indicacao_telefone;indicacao_telefonep;indicacao_horario;indicacao_horariop;alternativa_sic_eletronico;alternativa_sic_eletronicop;envio_documento_cadastro;assinatura_reconhecida;declaracao_responsabilidade;maioridade;outras_exigencias;nao_exige_identificacaop;possibilidade_acompanhamento;possibilidade_acompanhamentop;resposta_no_prazo_pergunta_1;resposta_no_prazo_pergunta_2;resposta_no_prazo_pergunta_3;resposta_no_prazo_pergunta_4;pontos_prazo_perguntas;respondeu_pergunta_1;respondeu_pergunta_2;respondeu_pergunta_3;respondeu_pergunta_4;pontos_resposta_perguntas;pontos_transp_passiva;total_pontos;nota_1
1;1;10;29/01/2015;12/03/2015;sc;santa catarina;apiúna;4201257;10211;http://www.apiuna.sc.gov.br/;http://www.infovr.com.br/servicocidadao/Modulos/Consulta/index.php?fuseaction=TelaInicial.Show&e=19;sim;100;sim;150;decreto;2085;22/07/2014;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2700;3600;10
1;1;10;01/04/2015;24/04/2015;sp;são paulo;são paulo;3550308;11895893;http://www.capital.sp.gov.br/portal/;http://esic.prefeitura.sp.gov.br/Default.aspx;sim;100;sim;150;decreto;53.623  /  54.779;12/12/2012 / 22/01/2014;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2700;3600;10
1;3;9.58;19/01/2015;17/03/2015;pb;paraíba;nazarezinho;2510006;7330;www.nazarezinho.pb.gov.br;www.nazarezinho.pb.gov.br/sic/index/php?a=add;sim;100;sim;150;decreto;34;12/02/2013;sim;200;não;0;sim;100;sim;200;750;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2700;3450;9.58
1;4;9.44;05/02/2015;12/03/2015;sc;santa catarina;correia pinto;4204558;14063;http://www.correiapinto.sc.gov.br/;http://lai.correiapinto.sc.gov.br/index/consultar-solicitacao;sim;100;sim;150;decreto;796;12/03/2013;sim;200;sim;150;sim;100;sim;200;900;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2500;3400;9.44
1;4;9.44;05/02/2015;12/03/2015;sc;santa catarina;frei rogério;4205555;2301;http://www.freirogerio.sc.gov.br/;http://www.infovr.com.br/servicocidadao/Modulos/Consulta/index.php?fuseaction=Solicitacao.New&om=&sn=U0VTU18x;sim;100;sim;150;decreto;589;20/12/2013;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;não;0;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2500;3400;9.44
1;6;9.31;01/04/2015;24/04/2015;pr;paraná;curitiba;4106902;1864416;http://www.curitiba.pr.gov.br/;http://www.curitiba.pr.gov.br/leiacessoinformacao;sim;100;sim;150;decreto;1135;30/07/2012;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;não;sim;sim;350;sim;sim;sim;sim;1000;2450;3350;9.31
1;7;9.17;06/02/2015;16/03/2015;sc;santa catarina;imbuia;4207403;5993;http://www.imbuia.sc.gov.br/home/index.php?;http://lai.fecam.org.br/imbuia;não;0;sim;150;lei;1554;06/04/2013;sim;200;sim;150;sim;100;sim;200;800;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2500;3300;9.17
1;8;8.89;31/03/2015;23/04/2015;df;distrito federal;brasília;5300108;2852372;http://www.df.gov.br/;https://www.e-sic.df.gov.br/Sistema/;sim;100;sim;150;lei;;12/12/2012;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;não;0;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;não;sim;700;2300;3200;8.89
1;9;8.75;01/04/2015;27/04/2015;pe;pernambuco;recife;2611606;1608488;http://www2.recife.pe.gov.br/;http://portaltransparencia.recife.pe.gov.br/codigos/web/lai/pedidoInformacaoForm.php;sim;100;sim;150;lei;17866;16/05/2013;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;não;sim;sim;350;sim;não;sim;sim;700;2250;3150;8.75
1;10;8.61;31/03/2015;23/04/2015;ce;ceará;fortaleza;2304400;2571896;http://www.fortaleza.ce.gov.br/;http://www.acessoainformacao.fortaleza.ce.gov.br/sistema/site/index.html?ReturnUrl=%2fsistema%2f;sim;100;sim;150;decreto;13.305/2014;25/04/2014;sim;200;sim;150;sim;100;sim;200;900;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2200;3100;8.61
1;11;8.47;22/01/2015;17/03/2015;pb;paraíba;são josé do sabugi;2514701;4114;www.saojosedosabugi.pb.gov.br;http://www.saojosedosabugi.pb.gov.br/prefeitura/informacao;sim;100;sim;150;lei / decreto;488 / 15;29/12/2014  / 29/12/2015;sim;200;sim;150;sim;100;sim;200;900;sim;200;não;0;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;não;sim;sim;350;sim;não;sim;sim;700;2150;3050;8.47
1;11;8.47;01/04/2015;24/04/2015;pb;paraíba;joão pessoa;2507507;780738;http://www.joaopessoa.pb.gov.br/;http://transparencia.joaopessoa.pb.gov.br/sact/index.php;sim;100;sim;150;lei;12645;25/10/2013;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;não;0;sim;200;não;não;não;não;não;300;sim;200;não;sim;sim;sim;350;não;sim;sim;sim;700;2150;3050;8.47
1;11;8.47;01/04/2015;24/04/2015;sc;santa catarina;florianópolis;4205407;461524;http://www.pmf.sc.gov.br/;http://www.pmf.sc.gov.br/ouvidoria/index.php?pagina=requisicao;sim;100;sim;150;decreto;9988;15/05/2012;sim;200;não;0;não;0;sim;200;650;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;não;sim;sim;700;2400;3050;8.47
1;14;8.33;22/01/2015;17/03/2015;pb;paraíba;taperoá;2516508;15284;www.taperoa.pb.gov.br;www.taperoa.pb.gov.br/prefeitura/informação;sim;100;sim;150;decreto;42;23/12/2013;sim;200;não;0;sim;100;sim;200;750;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;não;sim;sim;sim;350;não;sim;sim;sim;700;2250;3000;8.33
1;15;8.19;02/02/2015;16/03/2015;sc;santa catarina;monte carlo;4211058;9650;http://www.montecarlo.sc.gov.br/;http://lai.fecam.org.br/montecarlo/index/consultar-solicitacao;sim;100;sim;150;decreto;16;21/02/2013;sim;200;sim;150;sim;100;sim;200;900;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;não;sim;sim;350;sim;não;sim;sim;700;2050;2950;8.19
1;15;8.19;29/01/2015;12/03/2015;sc;santa catarina;bombinhas;4202453;16897;http://www.bombinhas.sc.gov.br/;http://lai.fecam.org.br/bombinhas/index/consultar-solicitacao;sim;100;sim;150;decreto;1759;29/05/2013;sim;200;sim;150;sim;100;sim;200;900;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;não;sim;sim;sim;350;não;sim;sim;sim;700;2050;2950;8.19
1;15;8.19;13/01/2015;17/03/2015;rs;rio grande do sul;são paulo das missões;4319307;6385;http://www.saopaulodasmissoes.rs.gov.br/;http://www.saopaulodasmissoes.rs.gov.br/SIC.aspx;sim;100;sim;150;lei;1409;21/06/2012;sim;200;não;0;sim;100;sim;200;750;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2200;2950;8.19
1;18;7.92;31/03/2015;23/04/2015;rs;rio grande do sul;porto alegre;4314902;1472482;http://www2.portoalegre.rs.gov.br/portal_pmpa_novo/;http://www2.portoalegre.rs.gov.br/transparencia/default.php?p_secao=29;sim;100;sim;150;decreto;18302;23/05/2013;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;sim;0;sim;200;sim;sim;não;sim;350;sim;sim;não;sim;700;1950;2850;7.92
1;18;7.92;31/03/2015;23/04/2015;mg;minas gerais;belo horizonte;3106200;2491109;http://www.belohorizonte.mg.gov.br/;http://portalpbh.pbh.gov.br/pbh/ecp/comunidade.do?evento=portlet&pIdPlc=ecpTaxonomiaMenuPortal&app=acessoinformacao&tax=27822&lang=pt_BR&pg=10125&taxp=0&;sim;100;sim;150;decreto;14906;15/05/2012;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;sim;não;sim;350;sim;não;não;sim;400;1950;2850;7.92
1;20;7.78;01/04/2015;24/04/2015;go;goiás;goiânia;5208707;1412364;http://www.goiania.go.gov.br/;http://www.goiania.go.gov.br/shtml/transparencia/sic.shtml;sim;100;sim;150;lei;9262;22/05/2013;sim;200;não;0;sim;100;sim;200;750;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;não;0;não;sim;sim;sim;350;não;sim;sim;sim;700;2050;2800;7.78
1;20;7.78;31/03/2015;24/04/2015;ac;acre;rio branco;1200401;363928;http://www.riobranco.ac.gov.br/;http://esic.riobranco.ac.gov.br/sistema/site/index.html?ReturnUrl=%2fsistema%2f;sim;100;sim;150;lei / decreto;1915 / 3556;25/06/2012 / 15/05/2012;sim;200;sim;150;sim;100;sim;200;900;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;não;sim;sim;700;1900;2800;7.78
1;22;7.64;21/01/2015;17/03/2015;pe;pernambuco;sairé;2612000;10633;www.saire.pe.gov.br;http://e-gov.betha.com.br/transparencia/01006-000/con_registropedidoinformacao.faces;não;0;sim;150;decreto;2;01/02/2015;sim;200;não;0;não;0;sim;200;550;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2200;2750;7.64
1;22;7.64;01/04/2015;24/04/2015;rn;rio grande do norte;natal;2408102;862044;http://www.natal.rn.gov.br/;http://natal.rn.gov.br/leideacesso/index/;sim;100;sim;150;decreto;10087;10/11/2013;sim;200;não;0;sim;100;sim;200;750;sim;200;sim;100;sim;100;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;não;não;400;2000;2750;7.64
1;22;7.64;05/02/2015;17/03/2015;rs;rio grande do sul;camargo;4303558;2710;http://www.pmcamargo.com.br/;http://transparencia.pmcamargo.com.br/sic/;sim;100;sim;150;lei;1584;29/05/2013;não;0;não;0;não;0;não;0;250;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;não;0;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2500;2750;7.64
1;25;7.36;21/01/2015;17/03/2015;rs;rio grande do sul;imigrante;4310363;3141;www.imigrante-rs.com.br;http://transparencia.imigrante-rs.com.br:8083/?secao=acesso_informacao#;sim;100;sim;150;decreto;1307;30/10/2012;sim;200;não;0;sim;100;sim;200;750;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;não;sim;sim;sim;700;1900;2650;7.36
1;25;7.36;28/01/2015;17/03/2015;rs;rio grande do sul;muitos capões;4312617;3127;www.muitoscapoes.rs.gov.br;www.muitoscapoes.rs.gov.br;não;0;sim;150;lei;820;17/12/2014;sim;200;não;0;sim;100;sim;200;650;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;não;0;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2000;2650;7.36
1;25;7.36;13/01/2015;18/03/2015;rs;rio grande do sul;tio hugo;4321469;2893;http://www.tiohugo.rs.gov.br/web/;http://www.tiohugo.rs.gov.br/web/?menu=contact;sim;100;sim;150;lei;767;07/01/2013;sim;200;sim;150;sim;100;sim;200;900;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;não;350;sim;sim;sim;não;700;1750;2650;7.36
1;28;6.94;06/02/2015;16/03/2015;sc;santa catarina;vargeão;4219101;3590;http://www.vargeao.sc.gov.br/;http://lai.fecam.org.br/vargeao/index/consultar-solicitacao;sim;100;sim;150;decreto;30;30/04/2013;sim;200;sim;150;sim;100;sim;200;900;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;não;não;sim;sim;200;não;não;sim;sim;400;1600;2500;6.94
1;29;6.81;01/04/2015;24/04/2015;ms;mato grosso do sul;campo grande;5002704;843120;http://www.pmcg.ms.gov.br/;http://www.capital.ms.gov.br/sic;sim;100;sim;150;decreto;11842;24/05/2012;sim;200;não;0;não;0;sim;200;650;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;sim;sim;não;não;200;sim;sim;não;não;400;1800;2450;6.81
1;30;6.67;01/04/2015;24/04/2015;ba;bahia;salvador;2927408;2902927;http://www.salvador.ba.gov.br/;http://fala.salvador.ba.gov.br/indexpm.jsp;sim;100;sim;150;lei / decreto;8.460  /  24.806;23/08/2013  /  24/02/2014;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;não;não;não;sim;100;não;não;não;sim;200;1500;2400;6.67
1;31;6.25;13/01/2015;17/03/2015;rs;rio grande do sul;são sepé;4319604;24448;http://www.saosepe.rs.gov.br/;http://www.saosepe.rs.gov.br/sic-servico-de-informacao-ao-cidadao/;sim;100;sim;150;decreto;3624;09/03/2012;sim;200;não;0;sim;100;sim;200;750;sim;200;sim;100;não;0;sim;100;sim;200;não;não;não;não;não;300;não;0;sim;não;não;sim;200;sim;não;não;sim;400;1500;2250;6.25
1;32;6.11;12/01/2015;17/03/2015;rs;rio grande do sul;pejuçara;4314308;4062;www.pejucara.rs.gov.br;http://www.pejucara.rs.gov.br/acessoainformacao;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2200;2200;6.11
1;32;6.11;20/01/2015;17/03/2015;rs;rio grande do sul;forquetinha;4308433;2532;www.forquetinha.com.br;http://187.16.230.5:8083/index?secao=acesso_informacao#;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2200;2200;6.11
1;32;6.11;12/01/2015;10/03/2015;sp;são paulo;alto alegre;3501103;4183;www.altoalegre.sp.gov.br;www.altoalegre.sp.gov.br/sic;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2200;2200;6.11
1;32;6.11;20/01/2015;05/03/2015;ms;mato grosso do sul;terenos;5008008;19434;www.terenos.ms.gov.br;http://esic.qualitysistemas.com.br/login/prefeitura_municipal_de_terenos;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2200;2200;6.11
1;36;5.56;24/02/2015;19/03/2015;sp;são paulo;ribeirão bonito;3542909;12831;www.ribeiraobonito.sp.gov.br/;http://www.transparencia.ribeiraobonito.sp.gov.br/Portal/FaleConosco.aspx;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;não;0;sim;sim;sim;sim;500;sim;sim;sim;sim;1000;2000;2000;5.56
1;36;5.56;12/01/2015;17/03/2015;rs;rio grande do sul;picada café;4314423;5498;www.picadacafe.rs.gov.br;http://www.picadacafe.rs.gov.br/info_cidadao.php;sim;100;sim;150;decreto;38;27/03/2013;sim;200;não;0;sim;100;sim;200;750;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;não;0;sim;não;sim;sim;350;não;não;sim;sim;400;1250;2000;5.56
1;38;5.42;12/01/2015;17/03/2015;rs;rio grande do sul;nova petrópolis;4313201;20275;http://www.novapetropolis.rs.gov.br/;http://www.novapetropolis.rs.gov.br/informacoes.php;não;0;sim;150;decreto;178;29/08/2014;sim;200;não;0;sim;100;sim;200;650;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;não;0;não;não;não;sim;100;não;não;não;sim;200;1300;1950;5.42
1;39;5.28;04/02/2015;12/03/2015;sc;santa catarina;campo erê;4203501;9098;http://www.campoere.sc.gov.br/;http://lai.fecam.org.br/campoere/index/consultar-solicitacao;sim;100;sim;150;decreto;287;23/01/2014;sim;200;sim;150;sim;100;sim;200;900;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;1000;1900;5.28
1;39;5.28;06/02/2015;16/03/2015;sc;santa catarina;presidente getúlio;4214003;16210;http://www.presidentegetulio.sc.gov.br/;http://lai.presidentegetulio.sc.gov.br/index/consultar-solicitacao;sim;100;sim;150;lei;2962;10/07/2013;sim;200;sim;150;sim;100;sim;200;900;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;1000;1900;5.28
1;39;5.28;05/02/2015;25/03/2015;sc;santa catarina;lauro muller;4209607;14919;http://www.lauromuller.sc.gov.br/home/index.php?;http://lai.fecam.org.br/lauromuller;sim;100;sim;150;decreto;34;14/08/2012;sim;200;sim;150;sim;100;sim;200;900;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;1000;1900;5.28
1;39;5.28;02/02/2015;16/03/2015;sc;santa catarina;luzerna;4210035;5700;http://www.luzerna.sc.gov.br;http://lai.fecam.org.br/luzerna/index/consultar-solicitacao;sim;100;sim;150;decreto;1629;16/05/2013;sim;200;sim;150;sim;100;sim;200;900;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;1000;1900;5.28
1;39;5.28;01/04/2015;24/04/2015;mt;mato grosso;cuiabá;5103403;575480;http://www.cuiaba.mt.gov.br/principal;http://sic.tce.mt.gov.br/47/solicitacao/index;sim;100;sim;150;lei;5715;27/09/2013;sim;200;sim;150;sim;100;sim;200;900;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;não;não;não;sim;100;não;não;não;sim;200;1000;1900;5.28
1;39;5.28;20/01/2015;16/03/2015;pb;paraíba;assunção;2501351;3782;http://www.assuncao.pb.gov.br/;http://assuncao.pb.gov.br/acesso-a-informacao;sim;100;sim;150;decreto;1;15/01/2015;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;1000;1900;5.28
1;39;5.28;26/01/2015;16/03/2015;mg;minas gerais;gonçalves;3127404;4381;http://www.goncalves.mg.gov.br/;http://portaltransparencia.goncalves.mg.gov.br/int_cad.aspx?redir=sic_cad.aspx;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;não;sim;sim;sim;700;1900;1900;5.28
1;46;5;01/04/2015;24/04/2015;es;espírito santo;vitória;3205309;352104;http://www.vitoria.es.gov.br/;http://sistemas.vitoria.es.gov.br/sic/lai/?from=pmv;sim;100;sim;150;lei / decreto;8286  /  15520;11/05/2012  /  15/10/2012;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;não;0;sim;100;sim;200;não;não;não;não;não;300;não;0;não;não;não;não;0;não;não;não;não;0;900;1800;5
1;46;5;31/03/2015;27/04/2015;am;amazonas;manaus;1302603;2020301;http://www.manaus.am.gov.br/;http://aocidadao.manaus.am.gov.br/;sim;100;sim;150;decreto;1882;31/08/2012;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;não;0;sim;200;não;não;não;não;não;300;não;0;não;não;não;não;0;não;não;não;não;0;900;1800;5
1;46;5;31/03/2015;23/04/2015;to;tocantins;palmas;1721000;265409;http://www.palmas.to.gov.br/;http://www.palmas.to.gov.br/ouvidoria/;sim;100;sim;150;decreto;462;16/05/2013;sim;200;sim;150;sim;100;sim;200;900;não;0;não;0;sim;100;não;0;sim;200;não;não;não;não;não;300;não;0;não;não;não;sim;100;não;não;não;sim;200;900;1800;5
1;49;4.86;27/01/2015;16/03/2015;sc;santa catarina;ibicaré;4206801;3336;http://www.ibicare.sc.gov.br/;http://lai.fecam.org.br/ibicare/index/solicitar-informacoes;sim;100;sim;150;decreto;19;20/05/2013;sim;200;não;0;sim;100;sim;200;750;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;1000;1750;4.86
1;50;4.72;28/01/2015;17/03/2015;rs;rio grande do sul;não-me-toque;4312658;16894;www.naometoquers.com.rs;http://naometoquers.com.br/transparencia/sic/o-que-e/;não;0;sim;150;lei;4075;07/10/2012;sim;200;sim;150;sim;100;sim;200;800;sim;200;sim;100;não;0;não;0;sim;200;sim;não;não;não;não;0;não;0;sim;não;não;sim;200;não;não;não;sim;200;900;1700;4.72
1;50;4.72;31/03/2015;24/04/2015;rj;rio de janeiro;rio de janeiro;3304557;6453682;http://www.rio.rj.gov.br/;http://www.1746.rio.gov.br/;não;0;sim;150;decreto;35606;15/05/2012;sim;200;sim;150;não;0;sim;200;700;sim;200;sim;100;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;1000;1700;4.72
1;52;4.44;26/01/2015;17/03/2015;mg;minas gerais;morada nova de minas;3143500;8712;http://www.moradanova.mg.gov.br/;http://www.moradanova.mg.gov.br/int_cad.aspx?redir=sic_cad.aspx;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;sim;sim;500;não;sim;sim;não;400;1600;1600;4.44
1;52;4.44;01/04/2015;24/04/2015;se;sergipe;aracaju;2800308;623766;http://www.aracaju.se.gov.br;http://tag.aracaju.se.gov.br:5050/tag/;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;não;0;sim;100;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;não;sim;não;200;sim;não;sim;não;400;1600;1600;4.44
1;54;4.31;24/02/2015;20/03/2015;sp;são paulo;sabino;3544608;5477;www.sabino.sp.gov.br;www.transparencia.sabino.sp.gov.br;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;não;0;não;sim;sim;sim;350;não;sim;sim;sim;700;1550;1550;4.31
1;55;4.03;23/02/2015;18/03/2015;sp;são paulo;pontal;3540200;45119;www.pontal.sp.gov.br;http://www.transparencia.pontal.sp.gov.br/;sim;100;sim;150;decreto;42;18/06/2014;sim;200;não;0;sim;100;sim;200;750;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;700;1450;4.03
1;55;4.03;28/01/2015;17/03/2015;rs;rio grande do sul;nonoai;4312708;12321;www.nonoai.rs.gov.br;http://nonoai.lai.softsul.net/index/  e  http://sistema.slah.com.br/portal.nonoai-rs/SIC.aspx;sim;100;sim;150;decreto;39;27/07/2014;sim;200;não;0;sim;100;sim;200;750;não;0;sim;100;sim;100;não;0;sim;200;não;não;não;não;não;300;não;0;não;não;não;não;0;não;não;não;não;0;700;1450;4.03
1;55;4.03;28/01/2015;17/03/2015;rs;rio grande do sul;muçum;4312609;4980;www.mucum-rs.com.br;http://189.30.216.38:8080/sistemas/transparencia/?secao=acesso_informacao#;sim;100;sim;150;lei;3371;27/03/2013;sim;200;não;0;sim;100;sim;200;750;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;700;1450;4.03
1;55;4.03;19/01/2015;06/03/2015;ms;mato grosso do sul;pedro gomes;5006408;7850;www.pedrogomes.ms.gov.br;http://esic.qualitysistemas.com.br/login/prefeitura_municipal_de_pedro_gomes;sim;100;sim;150;lei;1197;09/02/2014;sim;200;não;0;sim;100;sim;200;750;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;700;1450;4.03
1;55;4.03;16/01/2015;17/03/2015;mt;mato grosso;tapurah;5108006;11950;http://www.tapurah.mt.gov.br/;http://177.5.231.50/Cidadao/FaleConosco.aspx;sim;100;sim;150;lei;1016;19/03/2014;sim;200;não;0;sim;100;sim;200;750;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;700;1450;4.03
1;55;4.03;20/01/2015;04/03/2015;mt;mato grosso;nova canaã do norte;5106216;12330;www.novacanaadonorte.mt.gov.br;http://novacanaadonorte.mt.gov.br/transparencia/#;sim;100;sim;150;lei;972;22/07/2013;sim;200;não;0;sim;100;sim;200;750;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;700;1450;4.03
1;61;3.89;21/01/2015;16/03/2015;pb;paraíba;monte horebe;2509602;4724;http://montehorebe.pb.gov.br/;http://transparencia.montehorebe.pb.gov.br/sic/;não;0;sim;150;lei;313;07/06/2014;sim;200;sim;150;não;0;sim;200;700;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;não;não;não;não;0;não;não;não;não;0;700;1400;3.89
1;61;3.89;16/01/2015;17/03/2015;rs;rio grande do sul;cândido godói;4304309;6631;www.candidogodoi.rs.gov.br;Não Localizado;sim;100;sim;150;decreto;36;07/08/2014;sim;200;sim;150;sim;100;sim;200;900;sim;200;sim;100;sim;100;sim;100;não localizado, não funciona, fora do ar ou em manutenção;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;500;1400;3.89
